brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,price_usd,mileage_mi,clean_title_flag,accident_reported,model_year_numeric,car_age,scaled_mileage,fuel_type_encoded
BMW,740 i,2018,"40,989 mi.",Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Gold,None reported,Yes,"$35,000",35000,40989,True,False,2018,8.0,40.989,0.0
Dodge,Caliber Express,2010,"102,681 mi.",Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Red,Black,None reported,Yes,"$6,000",6000,102681,True,False,2010,16.0,102.681,0.0
Acura,ZDX Base,2010,"123,000 mi.",Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,"$13,888",13888,123000,True,True,2010,16.0,123.0,0.0
Jeep,Wrangler X,2005,"160,900 mi.",Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,,At least 1 accident or damage reported,Yes,"$7,200",7200,160900,True,True,2005,21.0,160.9,0.0
BMW,M3 Base,2011,"105,000 mi.",Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,"$21,900",21900,105000,True,True,2011,15.0,105.0,0.0
Kia,Sportage Plug-In Hybrid X-Line,2023,"1,340 mi.",Plug-In Hybrid,177.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Black,Black,None reported,Yes,"$41,000",41000,1340,True,False,2023,3.0,1.34,
Ford,Mustang Mach-E Premium,2021,"17,850 mi.",,266.0HP Electric Motor Electric Fuel System,A/T,Red,Black,None reported,Yes,"$41,999",41999,17850,True,False,2021,5.0,17.85,
BMW,M3 Base,2011,"72,277 mi.",Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,"$34,950",34950,72277,True,False,2011,15.0,72.277,0.0
Jeep,Wrangler Rubicon,2023,"7,000 mi.",Hybrid,285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,None reported,Yes,"$46,000",46000,7000,True,False,2023,3.0,7.0,
Porsche,Panamera 4 Platinum Edition,2022,"10,627 mi.",Gasoline,"2.9L V-6 gasoline direct injection, DOHC, variable valve control","Automatic, 8-Spd PDK Dual-Clutch",Chalk,BLACK,None reported,,"$99,000",99000,10627,,False,2022,4.0,10.627,0.0
Ford,Explorer XLT,2020,"67,015 mi.",Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Oxford White,Sandstone,None reported,,"$28,590",28590,67015,,False,2020,6.0,67.015,0.0
BMW,M4 Base,2018,"19,600 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$62,000",62000,19600,True,True,2018,8.0,19.6,0.0
Ford,Mustang Mach-E Premium,2022,"5,800 mi.",,346.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,White,None reported,Yes,"$42,500",42500,5800,True,False,2022,4.0,5.8,
FIAT,500e Battery Electric,2017,"33,812 mi.",,111.0HP Electric Motor Electric Fuel System,1-Speed A/T,Silver,Black,None reported,Yes,"$14,999",14999,33812,True,False,2017,9.0,33.812,
Cadillac,Escalade Luxury,2015,"99,897 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$26,950",26950,99897,True,False,2015,11.0,99.897,0.0
Mercedes-Benz,SL-Class SL 550,2014,"127,500 mi.",Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,Yes,"$29,000",29000,127500,True,False,2014,12.0,127.5,0.0
Ford,Expedition Limited,2021,"23,842 mi.",Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Gray,Medium Stone,None reported,Yes,"$59,203",59203,23842,True,False,2021,5.0,23.842,0.0
Rivian,R1S Adventure Package,2023,"2,108 mi.",,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Silver,White,None reported,Yes,"$91,000",91000,2108,True,False,2023,3.0,2.108,
BMW,M6 Base,2014,"65,550 mi.",Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$39,985",39985,65550,True,False,2014,12.0,65.55,0.0
Lamborghini,Huracan LP580-2,2017,"22,000 mi.",Gasoline,573.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$210,000",210000,22000,True,False,2017,9.0,22.0,0.0
Ford,Bronco Wildtrak Advanced,2022,"15,600 mi.",Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,,At least 1 accident or damage reported,Yes,"$68,995",68995,15600,True,True,2022,4.0,15.6,0.0
Lexus,LC 500 Base,2021,"22,400 mi.",Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,"$81,900",81900,22400,True,False,2021,5.0,22.4,0.0
Lexus,LS 460 Crafted Line,2015,"89,150 mi.",Gasoline,360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$31,900",31900,89150,True,False,2015,11.0,89.15,0.0
BMW,M4 Base,2023,"15,000 mi.",Gasoline,"3L I-6 gasoline direct injection, DOHC, Double VANOS variable va","Automatic, 8-Spd M STEPTRONIC w/Drivelogic, Sport & Manual Modes",BLUE,ORANGE,None reported,,"$81,000",81000,15000,,False,2023,3.0,15.0,0.0
Audi,A3 2.0T Tech Premium,2018,"49,500 mi.",Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Gray,None reported,Yes,"$25,000",25000,49500,True,False,2018,8.0,49.5,0.0
Audi,S8 4.2 quattro,2003,"126,000 mi.",Gasoline,360.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,,,"$13,850",13850,126000,,,2003,23.0,126.0,0.0
Volkswagen,Golf GTI 2.0T Autobahn 4-Door,2015,"85,385 mi.",Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"$15,550",15550,85385,True,False,2015,11.0,85.385,0.0
Cadillac,Escalade Sport,2023,"3,000 mi.",Diesel,277.0HP 3.0L Straight 6 Cylinder Engine Diesel Fuel,A/T,White,Brown,None reported,Yes,"$123,999",123999,3000,True,False,2023,3.0,3.0,1.0
Hyundai,Tucson SE,2018,"66,126 mi.",Gasoline,2.0L I4 16V GDI DOHC,6-Speed Automatic,Dazzling White,Gray,None reported,,"$19,190",19190,66126,,False,2018,8.0,66.126,0.0
Toyota,GR86 Premium,2023,"1,075 mi.",Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,"$35,000",35000,1075,True,False,2023,3.0,1.075,0.0
Ford,Bronco Raptor,2023,"2,489 mi.",Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Oxford White,Black Onyx,None reported,,"$98,900",98900,2489,,False,2023,3.0,2.489,0.0
Hyundai,Santa Fe SEL,2021,"25,000 mi.",Gasoline,191.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Gray,None reported,Yes,"$28,500",28500,25000,True,False,2021,5.0,25.0,0.0
Nissan,Armada Platinum,2017,"92,000 mi.",Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,"$20,900",20900,92000,True,False,2017,9.0,92.0,0.0
Lexus,GX 470 Base,2008,"123,500 mi.",Gasoline,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,"$14,500",14500,123500,True,True,2008,18.0,123.5,0.0
Cadillac,CTS Premium,2013,"105,000 mi.",Gasoline,318.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$12,000",12000,105000,True,True,2013,13.0,105.0,0.0
Audi,R8 Base,2008,"49,000 mi.",Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$63,000",63000,49000,True,False,2008,18.0,49.0,0.0
Jaguar,F-PACE S,2020,"28,357 mi.",Gasoline,3.0 Liter,Automatic,Santorini Black Metallic,Pimento Red w/Ebony,None reported,,"$47,598",47598,28357,,False,2020,6.0,28.357,0.0
Chevrolet,Silverado 1500 1LT,2018,"81,000 mi.",E85 Flex Fuel,285.0HP 4.3L V6 Cylinder Engine Flex Fuel Capability,A/T,Red,Gray,None reported,Yes,"$32,000",32000,81000,True,False,2018,8.0,81.0,
Ford,Expedition Limited,2021,"45,000 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$52,000",52000,45000,True,False,2021,5.0,45.0,0.0
Toyota,Sequoia Platinum,2011,"173,456 mi.",E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,"$16,000",16000,173456,True,True,2011,15.0,173.456,
BMW,M440 i,2021,"13,700 mi.",Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Beige,,,"$60,000",60000,13700,,,2021,5.0,13.7,
Audi,A8 L 55,2019,"93,400 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Brown,None reported,Yes,"$42,500",42500,93400,True,False,2019,7.0,93.4,
Toyota,Avalon XLE,2015,"90,000 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,"$18,200",18200,90000,True,False,2015,11.0,90.0,0.0
Porsche,Macan Base,2017,"40,600 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,"$32,000",32000,40600,True,False,2017,9.0,40.6,0.0
Lexus,IS 350 F Sport,2023,"20,121 mi.",Gasoline,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,Yes,"$47,124",47124,20121,True,False,2023,3.0,20.121,0.0
Mercedes-Benz,Metris Base,2020,"3,921 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic,Black,White,None reported,Yes,"$175,000",175000,3921,True,False,2020,6.0,3.921,0.0
Lexus,RX 350 Base,2011,"187,450 mi.",Gasoline,275.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,"$10,400",10400,187450,True,True,2011,15.0,187.45,0.0
Toyota,Supra A91 Edition,2021,"6,400 mi.",Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$68,000",68000,6400,True,False,2021,5.0,6.4,0.0
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,"54,500 mi.",Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,"$37,995",37995,54500,True,False,2017,9.0,54.5,0.0
BMW,X6 xDrive50i,2017,"78,500 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Brown,At least 1 accident or damage reported,Yes,"$42,000",42000,78500,True,True,2017,9.0,78.5,0.0
Chevrolet,Tahoe LT,2018,"75,000 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,"$36,000",36000,75000,True,False,2018,8.0,75.0,0.0
Ford,F-150 SVT Raptor,2014,"89,988 mi.",Gasoline,411.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Red,At least 1 accident or damage reported,Yes,"$42,500",42500,89988,True,True,2014,12.0,89.988,0.0
Subaru,Outback 3.0 R VDC Limited,2005,"107,000 mi.",Gasoline,250.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,"$7,100",7100,107000,True,False,2005,21.0,107.0,0.0
Alfa Romeo,Romeo Giulia Ti,2019,"21,400 mi.",Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$28,500",28500,21400,True,False,2019,7.0,21.4,0.0
Mazda,CX-7 Grand Touring,2007,"83,150 mi.",Gasoline,244.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,"$6,950",6950,83150,True,False,2007,19.0,83.15,0.0
Ford,F-150 Platinum,2018,"92,000 mi.",Diesel,250.0HP 3.0L V6 Cylinder Engine Diesel Fuel,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$36,500",36500,92000,True,True,2018,8.0,92.0,1.0
Mercedes-Benz,GLE 350 Base 4MATIC,2021,"15,042 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Selenite Gray Metallic,Macchiato,None reported,,"$54,599",54599,15042,,False,2021,5.0,15.042,0.0
Audi,A7 3.0T Premium Plus,2017,"39,000 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,"$35,000",35000,39000,True,True,2017,9.0,39.0,0.0
RAM,2500 Laramie,2017,"67,483 mi.",Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Brown,Beige,At least 1 accident or damage reported,Yes,"$46,500",46500,67483,True,True,2017,9.0,67.483,0.0
Tesla,Model S 70D,2015,"62,089 mi.",,329.0HP Electric Motor Electric Fuel System,A/T,Black,Beige,None reported,Yes,"$29,975",29975,62089,True,False,2015,11.0,62.089,
Audi,S8 4.0T Plus,2017,"54,300 mi.",Gasoline,605.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$53,500",53500,54300,True,False,2017,9.0,54.3,0.0
Hyundai,Sonata Hybrid Limited,2022,"30,565 mi.",Hybrid,192.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,Black,None reported,Yes,"$29,000",29000,30565,True,False,2022,4.0,30.565,
Audi,A8 L 4.0T,2016,"142,666 mi.",Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$22,000",22000,142666,True,True,2016,10.0,142.666,0.0
Ford,Ranger Sport SuperCab,2009,"166,200 mi.",Gasoline,207.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,"$6,999",6999,166200,True,True,2009,17.0,166.2,0.0
INFINITI,Q50 Hybrid Premium,2015,"88,977 mi.",Hybrid,354.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,"$19,977",19977,88977,True,True,2015,11.0,88.977,
BMW,M3 Base,2011,"114,890 mi.",Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,"$20,990",20990,114890,True,False,2011,15.0,114.89,0.0
Mercedes-Benz,E-Class E 350 4MATIC,2009,"171,000 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$4,750",4750,171000,True,True,2009,17.0,171.0,0.0
Ford,Explorer sport,2019,"90,067 mi.",Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,6-Speed Automatic,Black,Ebony Black,None reported,,"$28,590",28590,90067,,False,2019,7.0,90.067,0.0
Chevrolet,Camaro 1LT,2014,"97,579 mi.",Gasoline,323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,"$15,000",15000,97579,True,True,2014,12.0,97.579,0.0
Mazda,MX-5 Miata RF Grand Touring,2017,"52,000 mi.",Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,"$20,500",20500,52000,True,True,2017,9.0,52.0,0.0
Jeep,Grand Cherokee L Limited,2021,"25,968 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Metallic,Global Black,None reported,,"$38,405",38405,25968,,False,2021,5.0,25.968,0.0
MINI,Hardtop Cooper S,2016,"41,680 mi.",Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,"$17,495",17495,41680,True,False,2016,10.0,41.68,0.0
Saab,9-3 SE,2002,"77,200 mi.",Gasoline,205.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Beige,None reported,Yes,"$7,500",7500,77200,True,False,2002,24.0,77.2,0.0
BMW,X5 xDrive40i,2019,"50,000 mi.",Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gold,None reported,Yes,"$43,000",43000,50000,True,False,2019,7.0,50.0,0.0
Porsche,Macan,2021,"21,613 mi.",Gasoline,2.0 Liter,Automatic,White,,None reported,,"$58,998",58998,21613,,False,2021,5.0,21.613,0.0
Audi,Q3 S line Premium Plus,2022,"17,377 mi.",Gasoline,2.0 Liter TFSI,Automatic,Glacier White,Pearl Beige,None reported,,"$39,998",39998,17377,,False,2022,4.0,17.377,0.0
GMC,Acadia SLE,2020,"30,426 mi.",Gasoline,2.5L I4 16V GDI DOHC,9-Speed Automatic,Ebony Twilight Metallic,Jet Black,,,"$29,645",29645,30426,,,2020,6.0,30.426,0.0
Audi,allroad 2.7T,2005,"153,000 mi.",Gasoline,250.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,M/T,Blue,Blue,At least 1 accident or damage reported,Yes,"$6,500",6500,153000,True,True,2005,21.0,153.0,0.0
Mercury,Marauder Base,2004,"56,600 mi.",Gasoline,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission Overdrive Switch,Silver,Black,None reported,Yes,"$23,000",23000,56600,True,False,2004,22.0,56.6,0.0
Hyundai,Genesis 3.8,2015,"116,612 mi.",Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,At least 1 accident or damage reported,Yes,"$12,700",12700,116612,True,True,2015,11.0,116.612,0.0
Audi,SQ5 3.0T Premium Plus,2018,"72,000 mi.",Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,"$30,000",30000,72000,True,True,2018,8.0,72.0,0.0
Audi,A8 L 55,2019,"39,000 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Brown,None reported,Yes,"$50,000",50000,39000,True,False,2019,7.0,39.0,
Lincoln,Navigator Base,2008,"149,000 mi.",Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,"$10,099",10099,149000,True,False,2008,18.0,149.0,0.0
BMW,M4 Base,2018,"19,300 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Silver,None reported,Yes,"$64,000",64000,19300,True,False,2018,8.0,19.3,0.0
Mazda,CX-9 Carbon Edition,2021,"27,836 mi.",Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Polymetal Gray Metallic,Red,None reported,Yes,"$36,969",36969,27836,True,False,2021,5.0,27.836,0.0
Chevrolet,Corvette Stingray w/1LT,2023,"3,273 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,None reported,Yes,"$78,999",78999,3273,True,False,2023,3.0,3.273,0.0
Ford,F-150 Lariat,2017,"74,349 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,,None reported,Yes,"$36,000",36000,74349,True,False,2017,9.0,74.349,0.0
Ford,F-250 Lariat,2019,"85,000 mi.",Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,"$55,000",55000,85000,True,True,2019,7.0,85.0,1.0
Ferrari,Roma Base,2022,"2,250 mi.",Gasoline,611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Blue,None reported,Yes,"$259,500",259500,2250,True,False,2022,4.0,2.25,0.0
Mercedes-Benz,GLS 450 Base 4MATIC,2017,"46,100 mi.",Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,"$33,000",33000,46100,True,True,2017,9.0,46.1,0.0
Hyundai,Santa Fe SEL Plus 2.4,2019,"49,500 mi.",Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None reported,Yes,"$28,000",28000,49500,True,False,2019,7.0,49.5,0.0
Mercedes-Benz,E-Class E 350,2012,"31,130 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,"$23,500",23500,31130,True,False,2012,14.0,31.13,0.0
Ford,F-250 XLT SuperCab Super Duty,2008,"149,460 mi.",Diesel,350.0HP 6.4L 8 Cylinder Engine Diesel Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,"$12,240",12240,149460,True,True,2008,18.0,149.46,1.0
Mercury,Marauder Base,2003,"90,000 mi.",Gasoline,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,"$15,500",15500,90000,True,True,2003,23.0,90.0,0.0
Ford,Transit-350 XLT,2021,"48,000 mi.",E85 Flex Fuel,275.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,"$57,000",57000,48000,True,False,2021,5.0,48.0,
Mercedes-Benz,C-Class C 300 4MATIC Sport,2013,"98,000 mi.",Gasoline,248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,"$15,500",15500,98000,True,True,2013,13.0,98.0,0.0
Volkswagen,Arteon SEL R-Line,2022,"18,655 mi.",Gasoline,2.0 Liter TSI,Automatic,Oryx White Prl,Titan Black,None reported,,"$38,698",38698,18655,,False,2022,4.0,18.655,0.0
Chevrolet,Suburban 2500 LS,2006,"60,000 mi.",Gasoline,325.0HP 8.1L 8 Cylinder Engine Gasoline Fuel,A/T,Brown,Brown,At least 1 accident or damage reported,Yes,"$24,950",24950,60000,True,True,2006,20.0,60.0,0.0
Chevrolet,Suburban 1500 LT,2014,"169,500 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Purple,Brown,None reported,Yes,"$15,000",15000,169500,True,False,2014,12.0,169.5,
Mitsubishi,Eclipse GS,2008,"189,500 mi.",Gasoline,162.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,Yes,"$6,000",6000,189500,True,False,2008,18.0,189.5,0.0
Toyota,Land Cruiser Base,2016,"91,000 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,"$68,500",68500,91000,True,False,2016,10.0,91.0,0.0
Genesis,G80 2.5T,2022,"7,396 mi.",Gasoline,2.5L I4 16V PDI DOHC Turbo,8-Speed Automatic,Black Forest Green,Black,None reported,,"$41,299",41299,7396,,False,2022,4.0,7.396,0.0
Toyota,Tundra SR5 Access Cab,2004,"229,450 mi.",Gasoline,240.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,"$8,250",8250,229450,True,False,2004,22.0,229.45,0.0
Maserati,Quattroporte Modena Q4,2023,"8,603 mi.",Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Blu,Tan,None reported,,"$125,900",125900,8603,,False,2023,3.0,8.603,0.0
Audi,RS 5 4.2,2014,"49,098 mi.",Gasoline,450.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,"$44,900",44900,49098,True,True,2014,12.0,49.098,0.0
Nissan,Rogue S,2022,"21,212 mi.",Gasoline,1.5L I3 12V GDI DOHC Turbo,Automatic CVT,Gun Metallic,Charcoal,None reported,,"$28,906",28906,21212,,False,2022,4.0,21.212,0.0
Porsche,Panamera 4S,2010,"62,743 mi.",Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,"$28,600",28600,62743,True,False,2010,16.0,62.743,0.0
BMW,M440 i xDrive,2021,"24,300 mi.",Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Beige,None reported,Yes,"$49,999",49999,24300,True,False,2021,5.0,24.3,
Cadillac,Escalade Premium,2010,"104,000 mi.",E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Gray,,None reported,Yes,"$19,500",19500,104000,True,False,2010,16.0,104.0,
Volvo,S60 T6 Momentum,2020,"46,250 mi.",Gasoline,2.0L I4 16V GDI DOHC,8-Speed Automatic,White,Charcoal,At least 1 accident or damage reported,Yes,"$27,800",27800,46250,True,True,2020,6.0,46.25,0.0
Mazda,CX-9 Touring Plus,2023,"1,930 mi.",Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Jet Black Mica,Black,At least 1 accident or damage reported,Yes,"$40,655",40655,1930,True,True,2023,3.0,1.93,0.0
Chrysler,Pacifica Hybrid Touring L,2022,"61,494 mi.",Hybrid,3.6L V6 24V MPFI DOHC Hybrid,Automatic CVT,Bright White Clearcoat,Black,None reported,,"$35,850",35850,61494,,False,2022,4.0,61.494,
Jeep,Wrangler Unlimited Sport,2020,"24,040 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Clearcoat,Black,None reported,Yes,"$35,273",35273,24040,True,False,2020,6.0,24.04,0.0
Toyota,Highlander Base,2001,"231,581 mi.",Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,"$4,300",4300,231581,True,False,2001,25.0,231.581,0.0
