brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,price_usd,mileage_mi,clean_title_flag,accident_reported
Subaru,Legacy 2.5 i Premium,2010,"178,000 mi.",Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,"$7,600",7600,178000,True,False
Honda,Civic LX,2003,"160,265 mi.",Gasoline,115.0HP 1.7L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,"$3,000",3000,160265,True,True
McLaren,570S Spider,2020,"8,700 mi.",Gasoline,562.0HP 3.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$185,000",185000,8700,True,False
Maserati,Ghibli S Q4,2016,"1,000 mi.",Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,"$36,000",36000,1000,True,False
Jeep,Wagoneer Series II 4x4,2022,"29,800 mi.",Gasoline,"HEMI 5.7L V-8 variable valve control, regular unleaded, engine w","Automatic, 8-Spd",,,None reported,,"$58,900",58900,29800,,False
Maserati,Ghibli S Q4,2017,"49,750 mi.",Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,"$27,995",27995,49750,True,False
Lexus,RX 300 Base,2002,"121,000 mi.",Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$6,348",6348,121000,True,False
Lincoln,Aviator Luxury,2005,"140,000 mi.",Gasoline,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,"$2,000",2000,140000,True,False
Ford,Transit Connect XL,2018,"66,770 mi.",E85 Flex Fuel,169.0HP 2.5L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,,,,"$21,500",21500,66770,,
Cadillac,SRX Luxury Collection,2016,"61,549 mi.",Gasoline,3.6 Liter SIDI DOHC,Automatic,Red,Ebony,At least 1 accident or damage reported,,"$19,998",19998,61549,,True
Lincoln,MKS EcoBoost,2016,"38,100 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,"$21,000",21000,38100,True,False
Toyota,Yaris Base,2010,"138,071 mi.",Gasoline,106.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Gray,None reported,Yes,"$5,000",5000,138071,True,False
Mercedes-Benz,AMG E 63 S 4MATIC,2019,"40,000 mi.",Gasoline,603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,"$72,000",72000,40000,True,True
Mercedes-Benz,GLS 450 Base,2022,"41,545 mi.",Hybrid,3.0 Liter DOHC Twin Turbo,Automatic,MANUFAKTUR Diamond White Bright,Macchiato Beige/Black,None reported,,"$71,998",71998,41545,,False
Mercedes-Benz,G-Class G 550 4MATIC,2019,"47,850 mi.",Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,"$127,899",127899,47850,True,True
Hyundai,Veloster Turbo R-Spec,2014,"128,000 mi.",Gasoline,201.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Red,None reported,Yes,"$11,000",11000,128000,True,False
Toyota,4Runner Limited,2019,"48,156 mi.",Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,Midnight Black Metallic,Sand Beige,None reported,,"$40,368",40368,48156,,False
Mercedes-Benz,S-Class S 580 4MATIC,2021,"4,700 mi.",Hybrid,496.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Black,Black,None reported,Yes,"$99,900",99900,4700,True,False
Audi,RS 7 4.0T Performance Prestige,2017,"39,071 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,White,Black,None reported,,"$67,900",67900,39071,,False
Mazda,MX-5 Miata Base,1999,"96,680 mi.",Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Green,Beige,At least 1 accident or damage reported,Yes,"$12,900",12900,96680,True,True
Mercedes-Benz,AMG C 43 Base,2017,"53,500 mi.",Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,"$33,999",33999,53500,True,True
Chevrolet,Corvette Z06,2007,"11,025 mi.",Gasoline,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,"$47,500",47500,11025,True,False
Ford,F-250 King Ranch,2021,"44,000 mi.",Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,"$73,000",73000,44000,True,True
Volkswagen,Tiguan 2.0T SE,2022,"11,000 mi.",Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,White,None reported,Yes,"$27,900",27900,11000,True,False
BMW,750 Li xDrive,2012,"103,000 mi.",Gasoline,407.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$16,000",16000,103000,True,False
BMW,M3 CS,2024,456 mi.,Gasoline,543.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$128,995",128995,456,True,False
Lexus,GX 460 Base,2018,"64,000 mi.",Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Brown,None reported,Yes,"$37,300",37300,64000,True,False
Audi,Q7 3.0T Premium,2017,"108,000 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Brown,None reported,Yes,"$25,999",25999,108000,True,False
Alfa Romeo,Romeo Stelvio Ti Sport,2018,"37,045 mi.",Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,"$26,600",26600,37045,True,True
Land Rover,Rover Defender X,2023,"5,433 mi.",Hybrid,3.0 Liter,Automatic,Santorin Black,Black,None reported,,"$95,998",95998,5433,,False
BMW,750 i xDrive,2019,"28,744 mi.",Gasoline,4.4 Liter DOHC Twin Turbo,Automatic,Black,Black,None reported,,"$50,998",50998,28744,,False
BMW,M3 Base,2015,"65,800 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,"$44,950",44950,65800,True,False
Rolls-Royce,Ghost Base,2021,850 mi.,Gasoline,563.0HP 6.7L 12 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,"$314,900",314900,850,True,False
Audi,e-tron Prestige,2019,"33,012 mi.",,355.0HP Electric Motor Electric Fuel System,1-Speed A/T,Blue,Beige,None reported,Yes,"$38,000",38000,33012,True,False
Lexus,IS 250 Base,2011,"107,818 mi.",Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,"$11,400",11400,107818,True,True
Land Rover,Rover Range Rover Evoque SE Premium,2016,"79,500 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,"$19,000",19000,79500,True,False
Ferrari,California T,2015,"20,000 mi.",Gasoline,553.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Brown,At least 1 accident or damage reported,Yes,"$124,990",124990,20000,True,True
Lexus,LC 500 Base,2018,"37,000 mi.",Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Red,None reported,Yes,"$63,997",63997,37000,True,False
Kia,EV6 Wind,2022,"11,945 mi.",,111.2Ah / FR 70kW / RR 160kW (697V),Automatic,Glacier,Black,None reported,,"$38,998",38998,11945,,False
GMC,Sierra 1500 SLE Crew Cab,2005,"131,800 mi.",Gasoline,295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$5,800",5800,131800,True,True
Lexus,ES 350 Base,2008,"146,000 mi.",Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,"$8,995",8995,146000,True,False
Nissan,370Z NISMO,2010,"29,000 mi.",Gasoline,350.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,M/T,Silver,,None reported,Yes,"$29,000",29000,29000,True,False
Dodge,Ram 1500 Laramie,2004,"141,209 mi.",Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$5,700",5700,141209,True,False
Ford,Expedition Limited,2016,"85,253 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$19,995",19995,85253,True,False
INFINITI,QX70 Base,2015,"87,009 mi.",Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"$17,800",17800,87009,True,False
BMW,X5 M Base,2023,"4,348 mi.",Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Alpine White,Black,None reported,,"$105,900",105900,4348,,False
Lincoln,Navigator Select,2016,"158,000 mi.",Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,"$19,780",19780,158000,True,False
Volvo,V60 Cross Country T5,2020,"10,500 mi.",Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$36,000",36000,10500,True,False
Audi,A7 3.0T Premium Plus,2018,"45,843 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$37,000",37000,45843,True,False
Ford,Bronco Sport Outer Banks,2021,"15,198 mi.",Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Blue,Navy Pier,None reported,Yes,"$31,621",31621,15198,True,False
Volkswagen,Eurovan MV,2001,"220,000 mi.",Gasoline,140.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,,None reported,Yes,"$5,500",5500,220000,True,False
Jaguar,F-TYPE R,2017,"58,000 mi.",Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$51,500",51500,58000,True,False
Land Rover,Rover Range Rover Evoque R-Dynamic HSE,2020,"30,424 mi.",Hybrid,2.0 Liter,Automatic,Silver,Black,None reported,,"$44,998",44998,30424,,False
RAM,1500 Laramie,2021,"38,012 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Delmonico Red Pearlcoat,Black,None reported,Yes,"$45,277",45277,38012,True,False
Rivian,R1S Adventure Package,2023,"2,500 mi.",,835.0HP Electric Motor Electric Fuel System,A/T,Gray,Gray,None reported,Yes,"$91,000",91000,2500,True,False
BMW,M760 i xDrive,2021,"11,078 mi.",Gasoline,"6.6L V-12 gasoline direct injection, DOHC, variable valve contro","Automatic, 8-Spd Sport w/Sport & Manual Modes",BLACK,WHITE,None reported,,"$91,900",91900,11078,,False
Lexus,LX 570 Three-Row,2018,"50,000 mi.",Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$65,000",65000,50000,True,False
Land Rover,Rover Range Rover Velar P250 SE R-Dynamic,2019,"58,000 mi.",Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$38,000",38000,58000,True,False
Acura,MDX w/Technology Package,2023,"3,415 mi.",Gasoline,3.5 Liter SOHC,F,White,Parchment,None reported,,"$54,998",54998,3415,,False
Lexus,LC 500 Base,2018,"61,000 mi.",Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$65,000",65000,61000,True,False
Audi,SQ5 3.0T Prestige,2019,"48,500 mi.",Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,"$43,500",43500,48500,True,True
Land Rover,Rover Range Rover Velar P250 SE R-Dynamic,2018,"65,680 mi.",Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$34,900",34900,65680,True,True
RAM,1500 Limited,2020,"44,362 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Black,None reported,Yes,"$50,658",50658,44362,True,False
Audi,S4 3.0T Premium,2019,"18,603 mi.",Gasoline,3.0L V6 24V GDI DOHC Turbo,8-Speed Automatic,Brilliant Black,Black,None reported,,"$42,900",42900,18603,,False
Audi,A8 4.0,2020,"35,999 mi.",Hybrid,4.0 Liter Turbo,Automatic,Mythos Black Metallic,Sarder Brown,None reported,,"$59,598",59598,35999,,False
Cadillac,Escalade ESV Sport,2021,"8,044 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,"$93,000",93000,8044,True,False
Mercedes-Benz,AMG GT AMG GT S,2016,"9,738 mi.",Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,None reported,Yes,"$85,500",85500,9738,True,False
BMW,M3 Base,2009,"112,000 mi.",Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,"$28,000",28000,112000,True,True
Honda,Accord EX-L,2009,"167,300 mi.",Gasoline,190.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Black,None reported,Yes,"$6,250",6250,167300,True,False
Rolls-Royce,Cullinan,2022,115 mi.,Gasoline,6.7L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,,Grace White,None reported,Yes,"$449,995",449995,115,True,False
Cadillac,Escalade Premium,2015,"71,000 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,"$35,999",35999,71000,True,True
Acura,RDX Technology Package,2020,"31,015 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,Silver,Ebony,None reported,Yes,"$36,570",36570,31015,True,False
BMW,X2 xDrive28i,2022,"33,000 mi.",Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Black,None reported,Yes,"$29,999",29999,33000,True,False
Chrysler,Pacifica Touring,2017,"63,000 mi.",,,9-Speed A/T,White,Beige,None reported,Yes,"$20,000",20000,63000,True,False
Buick,Verano Convenience,2013,"68,325 mi.",E85 Flex Fuel,180.0HP 2.4L 4 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,"$11,995",11995,68325,True,False
Mercedes-Benz,AMG S 63 Base 4MATIC,2020,"20,937 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Magnetite Black Metallic,Black,None reported,,"$104,900",104900,20937,,False
RAM,2500 Tradesman,2021,"34,365 mi.",Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,"$48,000",48000,34365,True,True
Mercedes-Benz,Metris Base,2018,"32,000 mi.",Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$44,900",44900,32000,True,False
Land Rover,Rover Range Rover Evoque S,2020,"40,237 mi.",Gasoline,2.0 Liter,Automatic,Carpathian Grey Premium Metallic,Cloud,None reported,,"$36,998",36998,40237,,False
Volvo,XC90 T6 Inscription,2020,"22,500 mi.",Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,White,None reported,Yes,"$50,000",50000,22500,True,False
Ford,Expedition King Ranch,2020,"58,700 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,"$48,999",48999,58700,True,True
Toyota,Highlander Hybrid Limited,2006,"264,893 mi.",Hybrid,208.0HP 3.3L V6 Cylinder Engine Gas/Electric Hybrid,A/T,Gold,Beige,At least 1 accident or damage reported,Yes,"$5,000",5000,264893,True,True
Toyota,Tundra SR5 Access Cab,2005,"209,500 mi.",Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Gray,None reported,Yes,"$8,500",8500,209500,True,False
Ford,Transit-350 Base,2023,195 mi.,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,"$87,500",87500,195,True,False
Chevrolet,Express 3500 LT,2016,"120,000 mi.",Diesel,260.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Gray,None reported,Yes,"$19,500",19500,120000,True,False
Chevrolet,Bolt EUV Premier,2022,"14,676 mi.",,200.0HP Electric Motor Electric Fuel System,A/T,Black,Blue,None reported,Yes,"$33,000",33000,14676,True,False
Jeep,Wrangler Unlimited 4xe Sahara,2021,"33,704 mi.",Hybrid,2.0L I4 16V GDI DOHC Turbo Hybrid,8-Speed Automatic,Bright White Clearcoat,Black,None reported,,"$42,998",42998,33704,,False
BMW,X7 xDrive40i,2023,"2,950 mi.",Hybrid,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Brown,None reported,Yes,"$87,000",87000,2950,True,False
Mercedes-Benz,AMG GT 53 Base,2021,"17,994 mi.",Gasoline,3.0L I6 24V GDI DOHC Turbo,9-Speed Automatic,,,None reported,Yes,"$87,500",87500,17994,True,False
Toyota,Tundra Limited,2020,"44,101 mi.",Gasoline,5.7L V8 32V MPFI DOHC,6-Speed Automatic,Gray,Black,None reported,Yes,"$45,423",45423,44101,True,False
BMW,X1 xDrive28i,2021,"25,918 mi.",Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$32,000",32000,25918,True,False
BMW,135 i,2008,"87,000 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$15,300",15300,87000,True,False
Mazda,Mazda3 Touring,2018,"28,333 mi.",Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,"$20,500",20500,28333,True,False
Audi,A7 3.0T Premium Plus,2018,"29,294 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$39,999",39999,29294,True,False
Saturn,Sky Red Line,2008,"37,000 mi.",Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,"$14,995",14995,37000,True,False
BMW,Z4 2.5i Roadster,2005,"138,000 mi.",Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,Yes,"$9,950",9950,138000,True,False
Volvo,XC90 Hybrid T8 Inscription,2020,"44,487 mi.",Plug-In Hybrid,400.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Blue,Brown,None reported,Yes,"$65,000",65000,44487,True,False
Acura,TLX A-Spec,2021,"16,878 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,Red,Ebony,None reported,Yes,"$38,781",38781,16878,True,False
Acura,MDX w/Technology Package,2022,"30,177 mi.",Gasoline,3.5L 24V SOHC I-VTEC V6,2,Majestic Black Pearl,Espresso,None reported,,"$46,598",46598,30177,,False
Chevrolet,Tahoe High Country,2021,"53,000 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$67,100",67100,53000,True,True
Tesla,Model Y Long Range,2021,"61,308 mi.",,425.0HP Electric Motor Electric Fuel System,A/T,White,White,None reported,Yes,"$42,000",42000,61308,True,False
Mercedes-Benz,GLK-Class GLK 350,2013,"99,200 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,,,"$11,495",11495,99200,,
Chevrolet,Traverse LS,2022,"32,117 mi.",Gasoline,3.6L V6 24V GDI DOHC,Automatic,Northsky Blue Metallic,Jet Black,None reported,,"$33,299",33299,32117,,False
BMW,550 Gran Turismo i,2013,"79,341 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Brown,None reported,Yes,"$16,800",16800,79341,True,False
Land Rover,Rover Range Rover Sport HSE,2007,"220,000 mi.",Gasoline,300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$5,750",5750,220000,True,False
BMW,430 i xDrive,2021,"16,900 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,White,None reported,Yes,"$43,000",43000,16900,True,False
Porsche,Cayman Base,2007,"75,137 mi.",Gasoline,245.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,M/T,Black,Gray,At least 1 accident or damage reported,Yes,"$24,999",24999,75137,True,True
Ford,Expedition Max King Ranch,2021,"37,594 mi.",Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Black,Mesa,None reported,Yes,"$62,595",62595,37594,True,False
Rivian,R1S Adventure Package,2023,250 mi.,,835.0HP Electric Motor Electric Fuel System,A/T,Red,Black,,,"$94,000",94000,250,,
Mercedes-Benz,GLC 300 GLC 300,2021,"12,771 mi.",Gasoline,2.0 Liter Turbo,Automatic,Black,,None reported,,"$42,598",42598,12771,,False
Ford,Mustang Shelby GT500,2012,"6,400 mi.",Gasoline,550.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"$48,000",48000,6400,True,False
Tesla,Model Y Long Range,2021,"69,548 mi.",,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$36,300",36300,69548,True,True
Nissan,370Z Base,2009,"79,893 mi.",Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,"$15,900",15900,79893,True,False
Toyota,Sequoia Platinum,2014,"124,838 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,"$33,000",33000,124838,True,False
Nissan,NV Passenger NV3500 HD SL V8,2020,"14,353 mi.",Gasoline,375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,"$63,900",63900,14353,True,False
Ford,Transit Connect XL w/Rear Symmetrical Doors,2022,"22,985 mi.",Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,"$33,500",33500,22985,True,False
INFINITI,QX80 Base,2014,"161,894 mi.",Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,"$18,900",18900,161894,True,False
Aston Martin,Martin V8 Vantage Base,2008,"25,025 mi.",Gasoline,380.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,"$39,000",39000,25025,True,True
Porsche,911 Carrera S,2017,"16,701 mi.",Gasoline,3.0 Liter,,Red,,None reported,,"$107,998",107998,16701,,False
Lotus,Evora 400 Base,2017,"19,650 mi.",Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Red,None reported,Yes,"$69,250",69250,19650,True,False
Land Rover,Rover Range Rover Velar P250 S R-Dynamic,2020,"29,500 mi.",Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,White,None reported,Yes,"$45,000",45000,29500,True,False
Nissan,Xterra S,2007,"132,272 mi.",Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,M/T,Gray,Gray,At least 1 accident or damage reported,Yes,"$6,700",6700,132272,True,True
Dodge,Charger R/T,2012,"122,000 mi.",Gasoline,370.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,"$13,500",13500,122000,True,True
Buick,Encore GX Essence,2022,"18,185 mi.",Gasoline,1.3L I3 12V GDI DOHC Turbo,Automatic CVT,Summit White,Whisper Beige,None reported,,"$31,755",31755,18185,,False
Nissan,Leaf S,2018,"56,450 mi.",,147.0HP Electric Motor Electric Fuel System,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$13,999",13999,56450,True,True
Nissan,Leaf SL,2012,"102,000 mi.",,107.0HP Electric Motor Electric Fuel System,1-Speed A/T,Silver,Gray,None reported,Yes,"$4,200",4200,102000,True,False
